serial_num,success,response
0d9a46390e315c08a043a873ab51593d,True,True
08e565407063492a4023c3411019c9e3,True,True
09a5b57bf9d3180d9774238fed5e43fd,True,True
19cdf93ecc98c4442564cb890bf3647a,True,True
074307784490682433a451b2d9a46a44,True,True
0fa55f6f71e934a876ac2a3d73e5ea57,True,True
3ad363e95f70e61c1a55906770bd0afa,True,False
0472417f69af4fdf925e56e6d30a476b,True,True
0b4ca0a639d1588d260d6e2fd8bdfce6,True,True
0c4e18f588ca7fe60a000000013c6929,True,True
019ba52ed2bd9b09e0557017bf0acca2,True,True
4a82375c25f58800,True,True
0490a801f434a05d89e4ebaf9dde83b0,True,True
033832dfd902e787afe1a86e9522f2f5,True,True
0d3f4b4b6cf0b40041f6c25f9bcaecc1,True,True
04c01dc42a980dea23c1aba7643c5246,True,True
058e73d2c7cdb0be5096982023e7b3b9,True,True
05e309368071cc0ccf27bc1e9a967363,True,True
47d243f1b32d248a,True,False
038a122649d8f42f1a5101c56b9a94fb,True,True
33002c5dfc54c490f0758107d20000002c5dfc,True,True
2ddaa6f359d4ce458fe983f1,True,True
01f243bd0e5979a19bf956a2de90cb3b,True,True
0a30cfa85518bf19d67ae5fc138af725,True,True
04ad62a5375d5d3b3d4b7e45d8f936f8,True,True
0a1004553fc09f48bfc75fe9e464c90e,True,True
055831176ef62f55a2e0af91b558b8e5,True,False
021c5c1c5bb78ca7280cead7c09b9067,True,True
1a09cf79bea27fec1200000000068b65,True,True
02aa4e4033966116f335846524f1b01a,True,True
0f89231392ef9a180135402c73807f00,True,True
66588ba2d441c4212dec3577a792eb61,True,True
05b20a80b48b137ae71783b5062fd2fe,True,True
0e29833f2eebd47c1826208976ff82a9,True,True
0dcf72293c912a52cc6bd61755d19071,True,True
0c30d69df865d520969f24bdde52d79e,True,True
33002badb5bb537a82ca847f580000002badb5,True,True
0af37165e5a85711a50308eebb098fd2,True,True
0ca887e40cb172147df90534e67e4b9e,True,True
0b8f6452ccee23d0208e1eeb35b3c332,True,True
090dae9468260b2577f4b5d180087830,True,True
00c149ca556eeb0f86,True,True
00b823e517ba98a2a76e9c30311d4a3706,True,True
7fea93bd7082dd450a000000013c6793,True,True
64d80ba68fe8e16b3f4db5a4,True,True
0380d0704b2776e83324f0227af54bb0,True,True
0cc24e356164f830ea8045200e42562a,True,True
0d29e2836a9e7f0aa769680535ee21b9,True,True
0d3be04864a4309298bbddf93f452796,True,True
052dcfda7d803cb9b16e22470263834c,True,True
5d12aa2ca18fa09928c5f10099808fba,True,True
05f6eed7a801d0b1be8dd8af9324dd81,True,True
00a37b57e5307f309f37c5e6cc2acfe28f,True,True
04c744bb0e9a591f05f6da695c4503eb8c19,True,True
0ab2cf490f18050222b6bc7738f93c7d,True,True
0216bcd4b47e3e3d1a4c353d04217d42,True,True
07801ae7308533f41387be932783e88b,True,True
062797f9f38da907575f5c9f433bcb86,True,True
0ea629f0b6d60e42421c8f0d3d41417b,True,True
046fd62c06b666f84dfa068757599ac71a99,True,True
0a1cde8152cec18baadb8f4afd94c2d1,True,True
0350473b73d49491d9dbed36282e846c,True,True
3300321ef9f6b35247f2e3c50a000000321ef9,True,True
081b35da00076d036b7314c35267bc04,True,True
00adc3bbebc5bf920d1200000000068b50,True,True
00c24f82589398b11542b6b4b0498c9d5a,True,True
07d47219169a79ba82efe53e16747a7b,True,True
592df7ee145a7f0a334f9011879c3478,True,True
09486fc5a30472e1b0efd3b58fe92ae9,True,True
5fec2188d7658a640a000000013c6752,True,True
0309e45d28b045cd9ace6aa912afe46dcf3c,True,True
146acbd14aebf90c06b572ea78cd7ec2,True,True
0e2796cc08a2878fedf33280e0d1f77b,True,True
010cb801c9719ee668c7a803efd5d8c4,True,True
155c5d0b190c25d78d10581f0461e412,True,True
0907e1010c8c564312489d452b2565cd,True,True
0cf49e9749bfdae27d7d511256596ec4,True,True
0f181ba85bc4a2c9b5ee0920c8458bb5,True,True
0296f83749e78f8f6f0be255086de7fb,True,True
0467dcd7d81a50e775cd95736823f8d4,True,True
09c8c028d7c8d7d4f486b1896637bf7d,True,True
0f1f4fa9955ff70fbe620ce1ecdd354f,True,True
0e90a516ce66bd7f47273db84a048f6a,True,True
015ea60b17604e501d887f47092173a0,True,True
033237b13b96c52bc5af23bb4b1bd9c1bfcb,True,True
051bd4ebf3eaadc7b54db53fd9c156ab,True,True
04c725f37a36040c08f39f7a56f1aaa0aca7,True,True
0533f2cbd39dfb03fef881adecaaf61f,True,True
01169f1249562ecceb486641ec1a8f45,True,False
04e0111609ea225917457e91913401f0,True,True
0c8cb8418d71591e8792191004b4fcd3,True,True
037cc675ecce686b1ee5140a8e0b896bfa69,True,True
33002dc1afc4e7f0db278e15e20000002dc1af,True,True
09d7276c71614bfcb98be21b1c17ef66,True,True
00c315482b71eb2d620a000000013c69cc,True,True
05359e5d6e323ea262e2ac8910823d74,True,True
07af9673205baf7c54977a6745d03a57,True,True
075c0445d9df506276f983d21a866718,True,True
049e1deb74a4ab49f80df4dea07c9b3b,True,True
0a192173d797c0737dcee788360063e7,True,True
05e2e907c9e7d0638ba25291f82778b5,True,True
0e81f296d17fe234dc0cf58260d8f89a,True,True
0da990551346461563aee07f8691defe,True,False
09490ec065104af75507d252c63dfc45,True,True
0babdbbc86e96c3f83f99b3566514e29,True,True
03516df4b0d5e30858d86b1074a2a004,True,True
09d2daf85b0744c83b97863bb38d2b57,True,True
0ea0e5fb68669f39be4b0d1e3c55a179,True,True
08d78f5812ea7fb2bc7132c77d091a7e,True,True
05f305e73708715d5da07e9300952cd0,True,False
0a7e999c7cd153a34d51468be7530d74,True,True
0ac8f3034c07ae64f5f5efb934bf1da4,True,True
0aef63c5559b90729e9e4bd5e2533e71,True,True
04e74f3ee917585ce70e3ea1220680b6,True,True
0dfda1e1c5826c54cc2ba66682c06ba3,True,True
097c73332d504b2a359ec1d27c5e033b,True,False
47d27f29939de987208be0ec,True,True
03068924709c223da7820d9fe4d40c7d,True,True
0ba5ba866d906919e90b4e9a9dc2e0a4,True,True
0bc3b7d6106f3f71e269f9ff74d92fbc,True,True
33002bac889b28f5d06a0e00000000002bac88,True,True
08dd38fd755977a1c339659ec3548154,True,True
0095d6974cf0a1969a1200000000068b8a,True,True
011e3b1aa012cc479a1b11b5ba137426,True,True
330030305cad109402751b55f400000030305c,True,True
0d03feca43097cbe17d53e87be0ec9ab,True,True
0a4c9924257a6bee8fd5ecfcf9e9bcec,True,True
088548411d691937193a3d8cbf842898,True,True
0f3fcbcfbda63cefd6b37b0ee31ae1a7,True,True
022c20f4314f5173cf9d78e19759c702,True,True
08d3cad9d9c04d44dc4795b0f94abf48,True,True
4e1cd7e6b4350375a9bfd304,True,True
0a761ff263df26e768cd29cbca126a9c,True,True
04a2a08f6011da56b01504c6110deb6c,True,True
35c56a61ee2170af0900000001175576,True,True
0b56c841f9c1d718881610a6065910b8,True,True
063ccd1d9c9d643bb4786610032d915c,True,True
025989d20164a3e74e20c6863b55f8bf,True,True
0bdab3bb674090e764e86bc10b5552cb,True,True
0d119618d0f3cd21b53149977294bb90,True,True
0e8e1c9b060728b29252c0fa07d26934,True,True
512ded310b38a146ea78009c555ba151,True,True
00b994fa52612cd01a,True,True
5472c61ad32f29c82a7d7c8babde6285,True,True
084899aa14e2b97aa8751c33beaaceb7,True,True
0d7245f6cb33f4612a67cf17416840fa,True,True
0f89959f0ddd581d196201ad4560c22d,True,True
049af4605d6aac570c77de766055bba6,True,True
03ebc632ac0bfa460079a9e13ff75394,True,True
04a81606f9bb5fb86d2d94844816d18d,True,True
0a2989a7ab1663bf88e74bc6cef93190,True,True
09a8375142b83c1e0b89b08eda43c228,True,True
0a7c810820f28912c786b85581268e6d,True,True
0d4639478e587bb96bb1ec12f2ee47b1,True,True
01131c26d92130743a79219ad2292c8deed5,True,False
0a0bc641b77a8ffdc3c97f53849a43ba,True,True
1884d6361ff750301200000000068a08,True,True
083cd0aec4c7b990ba1da9017e3a390e,True,True
4776652fb5b523900a0858474f13388e,True,True
014980e5f6067b34ec8dae0c94e1fa90,True,True
0e8eeb487f1d1533423479c6cb53bdfb,True,True
0cd2a464e955adae6635a95417c90186,True,True
01e37e2a7cf865df1faee9620357aa88,True,True
786886b6840900bf506909aa6bc16a8a0d1ab3e6,True,False
01dd3bf1b620573c836c3a6c30ff9af3,True,True
095dc1af44cb5a23c7f64afc3d48564a,True,True
009311b377fadbad5e128c1a168666ba0b,True,True
0f73405709cc404f2dd773c68fd25311,True,True
0963cd898485f99da6427f597d952d71,True,True
0f62b9630d8e89f614933f1d5516b75b,True,True
0872a6246bf3138ffe91391d3d8b2251,True,True
00e3d53f99976a47d01200000000068bea,True,True
0d24dd2bccd66f19e0bd0c10c80058f8,True,True
0a7d777742b470e4766b807438f0c184,True,True
0e30973c57d653dc9344e425511e03fb,True,True
0c69793fced2eb7f0a000000013c69ed,True,True
0a2173f58e2eb733f12ecd869687b99c,True,True
06d918c65997fa6f137e3a5dab4e9749,True,True
5b37f5ca14a540e91200000000068bee,True,True
0b8e33b5d1867a7ea5d1502ed7e31689,True,True
3300315cb085f0f52ae44c254f000000315cb0,True,True
0ca8cfd6c89a6412ebf2580db79370b5,True,True
0a5492e4f5e5e7b39b071736099d7985,True,True
0b5d8bbd00e60277f2a43e9d6147282a,True,True
027f82fb52ac508033dba5661850b086,True,True
00ba1bd1a082861a8e1200000000068b53,True,True
05af9391a873f35bf6614653c6fb1709,True,True
06db7a6f0eef4c82f64479b4cc83a8e5,True,True
128e,True,True
0dd18322f13ecbe967d0a726142fe6b0,True,True
093ccdc0521d3c7df2d354754132feba,True,True
0a90c14472f3a43e7a5aa60c5fb9ba05,True,True
33002e7ad98e92826798f103640000002e7ad9,True,True
0bef779ad0948df822b4f26258019c2d,True,True
04d568ba27152eb5345ba7a42eb9c6ac,True,True
21956c81801c3d04090d63c35dcf4247,True,True
00ec2564e699b217fe0a000000013c688e,True,True
0fde7186381deaf2978998ee2a43737c,True,True
030fb0660db3d2f9bf94e41c2e724a8e,True,True
01121b7d9774306bca8d9eeea72f16fc,True,True
0172850cbb3861181259d265d883aabb,True,True
0cd420cc759ce8e96c3be53494dfc711,True,False
055fc2c9d41109561e1f2602e6394f58,True,True
22221b2b2096ae00fb699c84fc3eb1c8,True,True
0f1d9b08d89234653aacbce3d920689d,True,True
046fb784a70bef1cc69a258e48601813,True,True
6000df0f1d4c9300173dc4f03d600c90,True,True
33002c4b6a45ef0191bda01d080000002c4b6a,True,True
0223e7f007837c79bdab83e467161fcf,True,True
00f7dd382963f31758e3a3a3e0b48afda7,True,True
0161b1e6263732c78b83676e3f7b4212,True,True
120024b41d2595bd97bb7e87a600000024b41d,True,True
0b4b0ef457df50e5bc218a3190e33334,True,True
22c3d2491a8b175aabc61978e918ad74,True,True
009f9bde34a59fda403cff86ec29eb7879,True,True
0b17040e291c0b6208735b5648dfa8b9,True,True
08349b4851225195de03a3515f5600be,True,True
2f618f8dadfd5c68a6c22439c4e7c3e9,True,True
0fda84b80b12528270cae96217f2c35a,True,True
0c26544a1e2232de67aa3bfd1386e58c,True,True
0e37426371650fad1d5f2e7d00159f07,True,True
0c259feba33d6f31abb666e83ba20b31,True,False
0ea1eaaa3a83530969d4c3fef195f03d,True,True
0b5998e008bbbe7ca467da43af59f1b7,True,True
7086093949483f610a000000013c68cf,True,True
7dcc57ad1aad2e9922d7eeb09782edfa,True,True
01f144061753f36d86bdbb0f85959e43,True,True
0f42d23566b2f37894d66ac9920bfd4e,True,True
04484d1285c696bbe967dcf224567ce3,True,True
02f034322c044a48d8b9c0543178d47e,True,True
0c5d2c08e7f5caac55b0c4eb69dbca21,True,True
01b65036c938d2514bc7fead9c558bd9,True,True
03b24a2fad677dbccd52271cb4cb3962,True,True
049842c672b29fcc5e1288092246a306,True,True
0e004f04ed3cc1c485182a9638102de9,True,True
5d29e2c07d3cd724efe13b20,True,True
0c83025df3aed9ab88893d35f4dc41e3,True,True
42debc8e0a4c20e93f7429f9,True,True
099f0ff9b649373551b6168218d31749,True,False
052eac2d0bb68ba1a27e236ff6a48ede,True,True
2bc83d600ea11990d33156b838ca97a6,True,False
567a1e110c35dc6ef68d3d372fd9daff,True,True
120025fee7dbb292a63b4d61e800000025fee7,True,True
036ed4d53e8111916be709fde0d09a0558de,True,True
00f0dd0ffde69e806fec768914cdb6a99f,True,True
036bde6b5a3db5ad9a4522d62d0aaaa8,True,True
04788cd4af20d693088cb0f4b8020fef,True,True
1081,True,True
018601d562365a2b95777be019ab9130,True,True
076ee852c6ca8eb53734950ca81e0e5f,True,True
0ee04500cfeb921c1311cf6bcbb17359,True,True
0a51a7544c2c32cdab0d1e003d885c93,True,True
0dfeef46d89ef8a1f62edf597df17879,True,True
0371908b3f8b83fd09b448c237c26ece,True,True
05b1864a59af7ad3588cd8fc2143d130,True,True
0ffa6d02b90ca1199d56d040b3bc00e6,True,True
07bd5a788e36a174e9a5b57fa184f1e6,True,True
0dbc7d86fc0d2e1b12000000000585ca,True,True
06d0f1e55092079fc6801eb7c2545a98,True,True
087871a701aafbba7830cd5c1a121bfa,True,True
0fe18291083c6917ff9330cfe3412efd,True,True
0fd38561ca596baae680659040f250a4,True,True
0271f70b44f614504cfb02bbe7a6351b,True,True
0ef28925584129bd9e8c87bfa3657674,True,True
00c06d63a39dd2008a7b6ebd95518f365a,True,True
330029d327c82919ec1cee319b00000029d327,True,True
00e04a2c8dbf9c7c7c1200000000068a0b,True,True
08fcefb60df61df8936f5e676e462ffa,True,True
0b093552eecc4f7db8c6e68feec0bab1,True,True
09e23c5eb406f18421a5089cb73f1274,True,True
0bf31f08057ae944741c30b2838e67bc,True,True
0b205647250c3b6496039f582b124119,True,False
17f0a8c779386aaa43b23533682b02e5,True,True
0d111ab91df451c113e7c07f1e4ba86f,True,True
757a6e6ef6a42c8532146c341553b6da,True,True
04264ac9a6b29e1ace67d667a0b8aa390fba,True,True
6b8a30504b94bd403344b389c90977b0,True,True
00fc112ef5a0a0bd341000000000081890,True,True
0432d5b596a4180762f2c6f69084fc0b,True,True
07ad8d0bae29b5a21814958b948122be,True,True
0abc3881e7ccb4abd8a9147f9d9883c2,True,True
5aab221f02101be50a000000013c6a48,True,True
08d1c75ee9d6d9011612b5b390fc96aa,True,True
0faa3c4fbe20d8c6112aadaafab9a119,True,True
0a6a7cca0278fcd4ddcec71700fbb5bc,True,True
708ea911e70758122eb0e04dacf6364d,True,True
04ffd94c9fad1af222351ba92db8e49c,True,True
0c9074f545021ae884feac6db1f6f929,True,True
0dcb7dae4350cb8b01ca592d3f63fed1,True,True
33003220320ab5bfd3361e27f4000000322032,True,True
00d1037067a7e67af16d3974f6ccfb3d39,True,True
00e5874fe80387081d120000000006899c,True,True
3bc78db1a329c9b9,True,False
08e289124bf35c879a1533ebd7951f67,True,True
0765db7da7983ff19ec0327862687f19b04bf3,True,True
0223e49dfbcd52daf57be02693ead221,True,True
02ed112ae6dbd05034b46d8bcb1a3d1e,True,True
06ee82236041d44874731b2edb23102c,True,True
0884baa6202e5631b8b9e270d3c9f251,True,True
0b441e49e27b904df1d8526714b9114d,True,True
07babbb9181629a8a78c5fe081b801e6,True,True
05d9f39466d6e20190671641a6688500,True,True
01714d8d9505cd29e02e0169a0a1fb51,True,True
0ac8ceb915196ad1ee5c68bda4937c49,True,True
07df75d5520d7f52671f12247ecd1e18,True,True
00aba736daf2c375d049f1d24a40ffb8b0,True,True
3300321ed1171e837f01a38c88000000321ed1,True,True
0452c82d53e03ae67ca797d24c465d53,True,True
33002bad010dd74bc6a26597200000002bad01,True,True
00ff6f346c8d9d69735d61754dfd2def35,True,True
02d96ea4a51a1d7129ecce3f20a933e7,True,True
2037,True,True
0b6aaa7ab48ee67e0120956b25f93bdb,True,True
0725febb502464081103208fca866256,True,True
33002a5e99a7caa153c6509f050000002a5e99,True,True
19cd0d7c3c15878837772ddca9504c48,True,True
0650f159bd4b7e8f5a08e7cae5e63699,True,True
76faf314fc234c1ac9a74fa1b0466919,True,True
0d3adad86955ea78d3ca524d4fa6d7eb,True,True
3130e777fde479da0a000000013c6c8a,True,True
27ef977351d5acd112b8ac564a43fd44,True,True
08eef9d106ff9f9ee6421919c8ce6279,True,True
0701ff93c0abe3aefcc64dfb5690726a,True,True
081c63a80348cca54420f317fa280d0a,True,True
0c0ea3e65074fa841c056eb0b5e05da9,True,True
0394080406e92bd8f8161c7a91c7cd9c8a6a,True,True
03ff10907bcb3a4dcf975046e95afe0f6eaf,True,True
0a46f7383cdf9e6feb454262ea213390,True,True
00d2a2df3dcab6912ad22ded7886970035,True,True
09d90c96deabecb6850afb5ebaa51ee0,True,True
027487f482d07cb0e841cf0a29357e9b,True,True
021fe8de96c24ae3bc62b1ca32b56808,True,True
0668c6c9330db72d52e6f726b16d9d35,True,True
0d3677bd51fe14d0120000000006a467,True,True
36cc3f7c3d7f5ee4e726918c2c95206d,True,True
0b5d72b0b40ec1fc971aeb5a19705a1b,True,True
115e805b3c4b75b10a000000013c6aaa,True,True
0e584705e6716de74b7903154f1226b6,True,True
0c5ae486a8ff4399b5a70c99cb964b1b,True,True
05839d6967f53d01afb17a90002b6c24,True,True
47e6000000051e6f494acaeb7c9f5b83,True,True
0aacd2c7027f3fc028570cfce2e12bef,True,True
05be55da2bb1cac2c35677aeb3be7fd4,True,True
047d9afbfab30c190673d652ad13b2f6,True,True
0ed393b7f51a1acf3d0c726ccbb83e65,True,True
33002df4455ba8ea0b6e6ae5c80000002df445,True,True
0c8f291bf1df1fd5e129b4c1653e8418,True,True
0b9e5c99fc34ebbf53eecd242509420c,True,True
01d3aa6870f5919a5de0ea81975cdbe2,True,True
097e20cb8a98c5d1bdabe79922bec323,True,True
0a2f5967825461897737bbc01fff01c2,True,True
0897101d986086d1ad4423dcdc0bc2f5,True,True
021a099b25f0d747b91f20598277eabc,True,True
7cd9c0163cd1d2bf4b4c22ec8cc0debc,True,True
038a905b93cc6e13cf03afd53338aec5b8f4,True,True
0a231e57064a77abeaeff7e533811f7f,True,True
0862928576cc7f865d1f7fdf3532580d,True,True
01855aa20a19c5310edea615c11d49c2,True,True
1500117d26ceb461d0a5104dda226e65,True,True
0fc578b0223b6f039525a2d0735a43e6,True,True
01782fb13d44ddb642d44be7f30480bb,True,True
0fb90b25a1fdd29ab08d0964e6fa1571,True,True
0e59aed25faa3a2a482215557d2cfa93,False,False
01cf5d589c0a3d5380bd5e1e95ff65ed,False,False
33002c59433179a27ce96c651e0000002c5943,False,False
081396d7dac5953a06cd86ddfcb017cf,False,False
0813f505b57143a8b2b6f96172ba8abd,False,False
09d2e37f6b9be8536960f202fd9cc158,False,False
02b6d7b565b57732001677b23ee3f1c1,False,False
4fb121c3e98ff6f958f99503e3e151e2,True,True
0bda8059a345c08d0de939420a661b17,True,True
2339981a914add20,True,True
0ca20858e032ce8feadcfb9470a9d78b,True,True
015ad51e6f542dec08a70ad43fee1d1c,True,True
01faaf63b5f0aaaecfa61b5e2531abb5,True,True
07d24715eee9589038a03ca855298415,True,True
0e51de4ed17403eba48e92681371420f,True,True
0b785807b42cb7b59298c0d6c8e22e32,True,True
0ee643817e9c36b54a7bfbfeb863edec,True,True
0f16d518e10b06f7ceb7dd081c8849f5,True,True
083f2b55ac851cd768e02dd75b102dce,True,True
076daa7a9ee762bb1badb9db95b4f9cf,True,True
0e0f58ac112c1eee5020441ef6e386e6,True,True
008035295c899ff10c1200000000068d0e,True,True
01a443eced9bb941d7382fdfedc94499,True,True
0efe36876de5c9be6700dd194a011588,True,False
027ca861c4a9bde8b45087f25d950178,True,True
0725f0310fb502445ee9853a77f6ad74,True,True
027d6060678ab8bca899997acc9f6f38,True,True
046c82f3979b7a7370746afaa62ccf34,True,True
046e90e4be495a25268962e2826fe92b,True,True
075eb1c0d02867d37347de35e6f593c1,True,True
0c351bd106fab03f5d2c70f9aad6785e,True,True
07240f4ad38d8837f90a2579aca2b40c,True,True
066d1fe98594cd5ae4ca8e25e4fa4a56,True,True
709a8932caa9ef4d78ceaf72e498cc39,True,True
0eb2c5657eda02b0a6092753336876e1,True,True
008fc90adb989abf7d,True,True
0eaf2aab711b40fec8539dd6f1df916f,True,True
00e7b6efa749b8253f,True,True
0450f3b19ad961b3c2fc44daee8662cf,True,True
017ad2ed2e361e76cec93ab14218851d,True,True
03f0e3499655ae0a8f2681717f565f86,True,True
33002bacb31b378135943cfdc10000002bacb3,True,True
7f00257c4645b281f7d48b2e33000000257c46,True,True
0ac9a0376bd9492c5e83c78d16f97e40,True,True
03231d074d226a03368b82d0e31292d9c38c,True,True
1cccd3d094fa06a00a000000013c6750,True,True
06a91777458a8a8b5cf193369c4a977c,True,True
0ebd439d9e8f85a4732a132ebad8a4d3,True,True
33000001a0a96762b9052f9f7f0000000001a0,True,False
0184a90559ed920991406e660ab9a23c,True,True
048dbe8477411af57b8bcda71a6b252a,True,True
060fdbcc737e46952d95c80086a1bf0b,True,True
76cd761241003d895df11ea219107a31,True,True
059780a649b95023d5010396709bcb54,True,True
067095c53af58cf430b176e19ab3ad50,True,True
0bd16373108a33fe099f852a552eb66b,True,True
06a33940c606b55bf81afc0b83c10212,True,True
0b5a4650b1a1874ad7aef26e9b10c113,True,True
0dd7244eedf4092519b982691ea4397c,True,True
09248624edc9886ebc1013a9c06e13fe,True,True
07beee53e0949345a6a0c6945faaec9d,True,True
02c6cdfd1fa73dcc045dc78b987a218e,True,True
120027a58eef7ce9fc6d88378a00000027a58e,True,True
0f96ff4f5899c8871946d1b044801278,True,True
0cc6ffa01537b5affa6d529fa2ea4209,True,True
03dba0ea05c4c231c6c3c3ca330c1eee06bc,True,True
0cbc02b09a1f59bf2682c93e7428255b,True,True
07601d0ddc797f3bc4f37660149ede61,True,True
02c0f1a85ef56f646de5696176ca53d3,True,True
0d583a8e2d5df32d424589ec81c5e851,True,False
4266401edd2d254e032dc011fedf5afc,True,True
050ce73ae387614dcb3b089d16151049,True,True
0110d2cc882beadfe8d61b4eb26453b5,True,True
02f17ff7c2433c8e6b0dec0d9b999f5c,True,True
050fdea28fb367ceea8efde0039b62a9,True,True
0be74de746b2fe2e3ffa8c3f7819f832,True,True
0e4482c599b4c718fb4124cf9603f29f,True,True
0efd2b2d364036a6ce5509a320f67423,True,True
6df46ce7839cfb4c6f8c5edab92740cf,True,True
02a59d150ae40b285c5736769d2f7834,True,True
0d1cecbabfd7172f1a15c350eb872b33,True,True
042b864fb547f415e443750941b0182a,True,True
33002adb47f6a996b1b50bc84d0000002adb47,True,True
017607d590de6902eae84aba8cdf764f,True,True
00f45f26eb6ef6eeeb,True,True
0e0bdc2de053cad899a8f7aa22d34a28,True,True
0663e904a6b19495ba4175d28e911b27,True,True
0871d29069211fe7b7ff37f2b0ceea1a,True,True
33002bad93a1b99935e979b6b40000002bad93,True,True
06647a45b651c5bd905d3750239a7e85,True,True
4f5c67f30ced3477,True,True
02a871688109bc5ace3b4b1bacee2f16,True,True
2fc39979f9643e3c0900000001062c20,True,True
0afae71cc4ced8436d5cdd83d283a0e9,True,True
04b4d9a60eb8b89bed3568541858eef8,True,True
0a3221a7ebf99d71960d31fe425ab69d,True,False
009da037fcb77612ac0a000000013c6891,True,True
016db482e316f200efcaad17c36384d2,True,True
0bc792d8c7833423ed8d6ed5f072f4ef,True,True
068aa339082f9d9926400e7ab5553529,True,True
02c850b44dddcab4b0e25d658e353dbe,True,True
2ace498379f4aa4d0a6b82ac281dd8c2,True,True
00daad25503555f3a7,True,True
0d7123e8727385b20f528be089394343,True,True
0c03098faf8305cccdb344526a9fef18,True,True
07b5d6f69c924f00ab55e15901b83d0e,True,True
0a504c01d87dec158a101ede7c41bd5c,True,True
0fd40ff79d5097dd5b6cd819e5f4bd11,True,True
03969d6836eaa232bb8a21524a5e609a1a70,True,True
0c05053f4cfc3667f6d05d7b5de15773,True,True
030d7e50e1730304ea1ea34dd6d0f7c03b34,True,True
5dca04462c0c3077,True,True
05906b19a9eff197638ca4a4a8347913,True,True
0ad56c058052f8e8b961440778345d40,True,True
0ab3ec48f76a43d67558d10bbf08447c,True,False
33002bac3f510a4a5246f8d4570000002bac3f,True,True
03b0207e02a58a97e44b321ae44ad256,True,True
0e1548a58a8ee1cb60f1dcea9236596d,True,True
0d87a403cc01ff9e544fd43761056eac,True,True
0f54bf03a33cf33109e2e3cba300813d,True,True
02a495dcb4e8e46f8d5943baa5a912bb,True,True
0814919d79a0e0967a0c2219adbdc7a7,True,True
099855490909ad47ff1a1934b5e97b1e,True,True
09ee82c192c597e760ac83960ac96247,True,True
0de926038465f0835c41da0b58239129,True,True
008d495a8cdcb5cd6426222adbb760f4d1,True,True
05ece86c0dbde0539a8e954755817748,True,True
04a1c21185146636b7235d842a1483bb,True,True
00ea32d9331a477999,True,True
59116b197e35a599c34457ac2e133b58,True,True
06805884a6a8137a5d9e996228a4ff2a,True,True
00971abb24f84938960a000000013c674f,True,True
09a194cdf8b7f721c1d64dfea0e237e3,True,True
0884111736bc140aac598283ab1f7963,True,True
099e25594bb9ef0faa2c035f6055d321,True,True
019248eb1f33f0285b4aff43a4c00932,True,True
0dbbcab01bc2788a549d22562f77f89a,True,True
010d99435d1bf803a7273283c2d4feaa,True,True
042440f1bf93ed422e6d2140ed2fb46f,True,True
00a869356cc02a7fb256714bd5ada0e84c,True,True
0e62d20a5bfa490a1e87b0e076f97712,True,True
7030c9807e5a387ffb24e3ff4b3ddf19,True,True
0e89e157eaac5464de298184c3b3ec31,True,True
097e7a5745d9ee989b8b53d156fa4a44,True,True
0e700306e9a17f82a56125174c7b8502,True,True
062393d3271797ab5354f75fa02d4c0e,True,True
7640ae918dbe9e07,True,True
04e76bc667b489ac5158b422143bc62cde89,True,True
046f8c8d3bb65360801fe3049ba97ad6,True,True
